,"Time Since Formation, h","N, # / m","n, # / m^3","Altitude, m","RHi, %","IWC, kg of ice / kg of moist air","Air Temperature, K","Dry Air Density, kg / m^3","Moist Air Density, kg / m^3","Air Pressure, Pa","Specific Humidity, Ratio","Shear, 1 / s","Effective Area, m^2","Optical Depth, ---","I, kg of ice / m","Width, m","Depth, m","Segment Length, m","Integrated Optical Depth, m","Plume Water Mass, kg / m"
0,0.05277777777777778,2782114442988.105,604526719.1713171,9963.370112400522,120.0533180158884,1.9808247390247608e-05,223.3865674713673,0.41458489858266684,0.41463209317900557,26584.474794367048,0.00011382282537980119,-0.002,4602.136439563526,0.6282456290080841,0.037793665952262905,69.87901974278925,91.81736384346043,19933.690386174087,43.901188712776964,0.21868933238714156
1,0.1361111111111111,2713030800687.173,256904792.58056653,9963.026498568097,120.05353282735054,1.9345440032679225e-05,223.38879729577496,0.41460254700881743,0.4146497541899402,26585.87184151918,0.00011384832776528778,-0.002,10560.452272747516,0.38451533705097596,0.084701889113337,140.51821923977064,115.80790303348464,19933.690386432314,54.031410432783346,0.4999103504764984
2,0.21944444444444444,2653223337269.2163,143191340.0611203,9962.539142212643,120.0538277399526,1.9182071061167035e-05,223.39196007593384,0.41462757891018354,0.41467480394302464,26587.85341145746,0.00011388450031705715,-0.002,18529.21647452077,0.4514080646306837,0.14737056089427653,221.49302219502832,136.03120957425338,19933.690386767845,99.9837364782588,0.8761629860773299
3,0.3027777777777778,2600559874010.0215,91663007.22868185,9961.918390014778,120.05418680450947,1.9096883853730298e-05,223.39598882701225,0.41465946353323474,0.4147067113081121,26590.377536317435,0.00011393057693308053,-0.002,28370.87667789599,0.34377894848956086,0.22466056368002296,310.8056805632611,154.01279223539822,19933.690387164395,106.84845004862024,1.341079832806581
4,0.3861111111111111,2551437882176.746,63710941.85063737,9961.171132765638,120.05459443467012,1.9039958070306742e-05,223.40083902079834,0.41469784774989166,0.41474512290752286,26593.416317933115,0.0001139860483465217,-0.002,40047.0909401761,0.3780697015926877,0.316205007361064,407.7278545902777,170.48650697836788,19933.69038761837,154.14954831597305,1.8930015836914333
5,0.46944444444444444,2504464367708.261,46757761.57365517,9960.30161533556,120.05503494033067,1.899491368209106e-05,223.4064833289966,0.41474251445416926,0.414789821483015,26596.952634365498,0.00011405060200508902,-0.002,53562.53771393875,0.3483865517456723,0.4219655790374845,511.819783072325,185.87338208065478,19933.690388129202,178.3111293397853,2.5323273201240064
6,0.5527777777777777,2458975690466.87,35665294.67002834,9959.312425999395,120.05549188249273,1.8955038471672338e-05,223.4129052037448,0.4147933317515625,0.41484067504894456,26600.976117917635,0.00011412404865174583,-0.002,68945.89581320054,0.3137905596160768,0.5420818356858883,622.7628140602966,200.44230508322673,19933.69038869764,195.41709193206327,3.2606193072309937
7,0.6361111111111111,2411453477045.114,27913591.59248828,9958.108455249987,120.05598464133307,1.891213277591564e-05,223.42072251329517,0.4148551873999123,0.41490257485639764,26605.873880273826,0.00011421345481347686,-0.002,86389.9390752013,0.3443765259173141,0.677797871859387,740.3152967478068,214.57753794208347,19933.690391324846,254.94720997745515,4.087317125685618
8,0.7194444444444444,2363463296035.8726,22309014.568704046,9956.725742320816,120.05646478262655,1.8867453910807074e-05,223.42970182286692,0.41492623220851443,0.4149736704011603,26611.499668036406,0.00011431615070886464,-0.002,105942.07506374714,0.3045672938156044,0.8293782943869104,864.3552384475857,228.32969460295593,19933.69039271986,263.25433586932263,5.015013825571238
9,0.8027777777777777,2314999361464.6836,18125055.511555802,9955.156674090285,120.05689871839813,1.8819928313866746e-05,223.4398931820995,0.41500685990476716,0.41505435569896953,26617.88483869978,0.00011443270875302695,-0.002,127723.71152125487,0.3001821185116162,0.9975731938501646,994.7698444345943,241.81216942091797,19933.690394345384,298.61211933384743,6.049881719482741
