,"Time Since Formation, h","N, # / m","n, # / m^3","Altitude, m","RHi, %","IWC, kg of ice / kg of moist air","Air Temperature, K","Dry Air Density, kg / m^3","Moist Air Density, kg / m^3","Air Pressure, Pa","Specific Humidity, Ratio","Shear, 1 / s","Effective Area, m^2","Optical Depth, ---","I, kg of ice / m","Width, m","Depth, m","Segment Length, m","Integrated Optical Depth, m","Plume Water Mass, kg / m"
0,0.05277777777777778,2664912356747.2656,579247816.8387141,9963.381424878207,115.05163574240818,1.5104919042484473e-05,223.38649406255158,0.41458431756677316,0.41462954532477847,26584.428801697577,0.00010907992089637264,-0.002,4600.642901498038,0.49251272553691183,0.02881043376237351,69.87723323129137,91.78911223691553,19933.690386151426,34.41542659172178,0.23686450058330907
1,0.1361111111111111,2606615940606.8296,247102585.17712736,9963.069236116793,115.05182328005752,1.4621454281396905e-05,223.38851995244477,0.4146003519344059,0.41464559064975354,26585.69807819135,0.00010910212568939483,-0.002,10548.719831232695,0.3319730291183733,0.06394697349857897,140.48166326946,115.71377011725158,19933.690386364142,46.63612329114996,0.5411054425419071
2,0.21944444444444444,2557528438490.9673,138312826.85157442,9962.628806480798,115.05208019819335,1.4451678385177176e-05,223.39137817041808,0.4146229734578731,0.4146682276334976,26587.488831430055,0.00010913345322536844,-0.002,18490.89847057706,0.34097706278744827,0.11079742413024513,221.37255958546206,135.8464415366234,19933.690386638096,75.48296514919024,0.9474964691499332
3,0.3027777777777778,2515448320793.2363,88939477.18182933,9962.06957478874,115.0523935109978,1.4364026022908451e-05,223.39500759242014,0.41465169788386036,0.4146969716932049,26589.762765491643,0.00010917323355332003,-0.002,28282.697408380445,0.3237824767180692,0.16845366273293272,310.54577373858905,153.71388985483534,19933.69038695916,100.5492797554095,1.448779320394955
4,0.3861111111111111,2476834316608.8994,62109885.36266257,9961.398107529918,115.052750636345,1.4306247167378586e-05,223.39936575699886,0.4146861885823304,0.414731485970488,26592.493277092588,0.00010922100127393953,-0.002,39878.262568777034,0.2672698338727565,0.23658190456711056,407.2644067243938,170.0505909040526,19933.690387323717,108.84949032751545,2.042765748436081
5,0.46944444444444444,2440294676403.073,45806455.79856724,9960.618667210047,115.05313911080661,1.4261196960677996e-05,223.40442517622822,0.41472622735181197,0.41477155211670585,26595.663144281058,0.0001092764551054514,-0.002,53274.03384217737,0.3017738949120977,0.3150888689706946,511.07977693360186,185.2776152714953,19933.690387730603,154.2305348960591,2.7294580652759834
6,0.5527777777777777,2405153832803.6978,35117078.5891783,9959.734065901364,115.05354608110781,1.4221852642427147e-05,223.41016779677506,0.4147716705801181,0.41481702642372476,26599.261056140465,0.0001093393971740566,-0.002,68489.57628112241,0.2754474365576595,0.40400779052034747,621.664068245499,199.66347675139437,19933.690388179686,171.2357739982286,3.5100706488385347
7,0.6361111111111111,2371040143880.3584,27712240.789984576,9958.746155591993,115.05395799471768,1.4184884780114895e-05,223.41658181823087,0.4148224240609028,0.41486781462326927,26603.279619386012,0.00010940969814122291,-0.002,85559.30795525099,0.24551601156393174,0.5034487891151865,738.7592430513964,213.39228314674324,19933.690388671384,181.3772228599681,4.386608991013604
8,0.7194444444444444,2337731574556.168,22364563.390506964,9957.65611821133,115.05436039977886,1.4148541404733681e-05,223.42365981161353,0.4148784280999308,0.4149238569830206,26607.714179553237,0.00010948727658149226,-0.002,104528.3797289984,0.2685223554812637,0.613573709440729,862.1548452713114,226.59714892623703,19933.690389206466,231.50784984183696,5.361661339604028
9,0.8027777777777777,2302003501549.6147,18307365.924916115,9956.326371864478,115.05477738167164,1.4104560749738133e-05,223.43229561260426,0.4149467533576165,0.41499222900675403,26613.12474961383,0.0001095819293926935,-0.002,125741.92874009332,0.2579299144744494,0.735922454405642,991.684038239262,239.65834332265308,19933.690390098574,255.78497916872948,6.453491676734951
10,0.8861111111111111,2266026946636.518,15193398.362869218,9954.838501805332,115.0551477712366,1.405789141643469e-05,223.44196000547606,0.4150232104289171,0.41506873842896896,26619.17976116198,0.00010968785609883895,-0.002,149145.49678197125,0.2304533690678562,0.8701672122274592,1127.2932610057865,252.47871581673624,19933.690391135253,259.78852992627367,7.65971858443035
11,0.9694444444444444,2229799679015.7783,12751810.981873343,9953.186866246833,115.05544014691316,1.4007999222065553e-05,223.452690214915,0.41510809165433926,0.4151536777968523,26625.90253650115,0.00010980546470159254,-0.002,174861.41240529923,0.24426134993029955,1.0167900555358558,1268.9071672684647,265.1298044648133,19933.690392330598,309.9449776132276,8.987172033870193
12,1.0527777777777778,2193334366454.4895,10803185.28959813,9951.365405664104,115.05561791199625,1.395447987950962e-05,223.46452627383087,0.41520171123711563,0.4152473615363568,26633.318157365356,0.00010993519398219307,-0.002,203026.63590953551,0.2462775661434225,1.17632088328898,1416.4709033259267,277.6725992939336,19933.690393700275,348.84500658408433,10.443528662173474
