,"Time Since Formation, h","N, # / m","n, # / m^3","Altitude, m","RHi, %","IWC, kg of ice / kg of moist air","Air Temperature, K","Dry Air Density, kg / m^3","Moist Air Density, kg / m^3","Air Pressure, Pa","Specific Humidity, Ratio","Shear, 1 / s","Effective Area, m^2","Optical Depth, ---","I, kg of ice / m","Width, m","Depth, m","Segment Length, m","Integrated Optical Depth, m","Plume Water Mass, kg / m"
0,0.05277777777777778,2161712596887.0427,470256711.3807915,9963.409928692063,105.04812720774954,5.698663421055557e-06,223.38630909634708,0.41458285359507147,0.41462414759154653,26584.31291521419,9.959380493128603e-05,-0.002,4596.877715024445,0.16175006737756925,0.010860436845767776,69.87273160409536,91.71788884151607,19933.69038610114,11.301919044817238,0.1915438549757678
1,0.1361111111111111,2126813818287.5386,202216430.79252186,9963.183653630114,105.04825214842697,5.175155941169947e-06,223.3877774525505,0.41459447528340265,0.4146357765310154,26585.23288130894,9.960849967731855e-05,-0.002,10517.512399720339,0.1917127433670818,0.022566280598674018,140.3880163320099,115.46109215579925,19933.690386206847,26.914171746872302,0.4360363826064676
2,0.21944444444444444,2099995434784.775,114213670.23964396,9962.873914022295,105.04841967328828,4.994262267681029e-06,223.38978749804775,0.41461038406528156,0.414651695239569,26586.49223084695,9.96286154421634e-05,-0.002,18386.550667521227,0.1677485833209005,0.038072533973847474,221.05251954304973,135.3399619769408,19933.690386340473,37.08124699286226,0.7610670603322818
3,0.3027777777777778,2079233159687.9004,74150817.50813997,9962.48602465536,105.04862376014259,4.903766328552512e-06,223.3923048026958,0.4146303072157825,0.4146716308227234,26588.069392383757,9.965380766214619e-05,-0.002,28040.59657817867,0.1233643157534692,0.05701354689925764,309.8430601533422,152.8889088317239,19933.690386493756,38.22357710677806,1.1599533829501725
4,0.3861111111111111,2061523509079.6943,52304135.35378046,9962.02453115164,105.04885831151229,4.8467485915996115e-06,223.3952999372328,0.41465401155515813,0.41469534995594515,26589.945927666446,9.968378182049566e-05,-0.002,39414.15903610173,0.12793473067704098,0.0792115713634213,406.00018584368934,168.8465119652476,19933.690386664162,51.94152443074098,1.6300669661692488
5,0.46944444444444444,2045654363850.6187,38977606.41651109,9961.492794422838,105.04911743687305,4.804521071215083e-06,223.39875116887973,0.4146813247875146,0.4147226802366295,26592.10822050311,9.97183204238899e-05,-0.002,52482.8113350765,0.14233163485885889,0.10456387529258747,509.0524403195664,183.63583477120534,19933.690386850398,72.45426605957559,2.1704868005627223
6,0.5527777777777777,2031019714613.067,30203879.52693636,9960.893356062435,105.04939527663191,4.769427382495762e-06,223.40264208975145,0.4147121167319647,0.4147534914035392,26594.54599089632,9.97572592685041e-05,-0.002,67243.67023122865,0.13095457130118346,0.1330038997341872,618.6491572492372,197.52606621737496,19933.69038705164,81.01493517341228,2.781193564058373
7,0.6361111111111111,2017275044291.053,24099281.418214966,9960.228197702198,105.04968587627567,4.7378416020838865e-06,223.40695993352256,0.4147462860005506,0.4147876820064113,26597.25124038731,9.980047059384707e-05,-0.002,83706.85454406684,0.110856276126208,0.16448415401413805,734.5092336568282,210.70111130061892,19933.690387267314,81.42495842351079,3.4627173575143284
8,0.7194444444444444,2004206874550.029,19670080.609325968,9959.498908421163,105.04998310733065,4.7078626359670875e-06,223.41169448884165,0.4147837513990011,0.4148251708013477,26600.217571279747,9.984785220862774e-05,-0.002,101891.1368161753,0.10689185654224159,0.19896740034244037,856.3987827144978,223.29325891734786,19933.690387496972,91.54205582486843,4.215958628351445
9,0.8027777777777777,1991674482997.1958,16349122.28563146,9958.706794427804,105.05028061808113,4.678416268893553e-06,223.4168373873913,0.4148244462925621,0.4148658911131273,26603.4397405895,9.98993203659336e-05,-0.002,121821.49281173295,0.11597123685388191,0.23642158274177053,984.1189255420509,235.40147271348448,19933.69038774023,114.12948900642496,5.042087500236283
